mean_pitch,min_pitch,max_pitch,pitch_range,slope,tone
174.92758458872294,138.3474290378909,190.0829547430593,51.73552570516841,-0.8159300179863705,4
130.32307424211143,0.0,168.36930724640595,168.36930724640595,-7.925496229056035,4
0.0,0.0,0.0,0.0,0.0,4
321.51305480585125,303.48583209057676,398.14552270157037,94.65969061099361,-1.3581689286528915,1
316.0829385006516,300.0,323.39465491285654,23.394654912856538,0.9357861965142615,1
265.47892780849594,253.73030358943456,271.94140602843316,18.21110243899861,0.38709523036366483,1
162.83805102010498,151.74291604528838,170.3256643606316,18.582748315343224,0.49505065908747203,1
149.76247231235146,0.0,160.76601938044396,160.76601938044396,4.566859292693504,1
163.50796311040122,0.0,185.74145405661608,185.74145405661608,9.775866002979793,1
223.6263827144303,0.0,338.68932144183935,338.68932144183935,3.583683089814216,2
245.19426659315985,213.36090272959223,325.26806109042553,111.90715836083331,3.858867529683907,2
214.2413163684756,188.98815748423098,262.67808342176556,73.68992593753458,1.4552587226108908,2
135.21537872303142,112.37303076575111,174.30683804367592,61.933807277924814,1.7708594087911782,2
127.93617186425445,101.86293328704909,159.84007524427264,57.97714195722355,0.8094042015163985,2
127.5286672879468,0.0,185.74145405661608,185.74145405661608,8.844831145553147,2
189.27710504810625,0.0,323.39465491285654,323.39465491285654,-1.3952504244633537,3
171.29457275967485,0.0,249.37136884283632,249.37136884283632,0.70358020889526,3
176.89457112481028,0.0,229.9992517004401,229.9992517004401,4.8072903072027335,3
116.60407070498005,0.0,141.58114690225403,141.58114690225403,0.6398258742407286,3
82.0275771956969,0.0,125.40798124327642,125.40798124327642,0.19564645505600406,3
49.70687058577752,0.0,114.99962585022006,114.99962585022006,0.0,3
195.92480561631953,0.0,391.30562092966926,391.30562092966926,-14.773732960138993,4
235.8894417122992,0.0,346.60580906168195,346.60580906168195,-2.7329580994146254,4
179.9722966471604,0.0,271.94140602843316,271.94140602843316,-13.905250635728658,4
0.0,0.0,0.0,0.0,0.0,4
128.18583398234435,91.27526352529432,158.9194641538943,67.64420062859998,-1.9024650414274378,4
0.0,0.0,0.0,0.0,0.0,4
242.82295671537958,226.04800222118638,256.67850770478066,30.630505483594277,0.9880808220514283,1
285.5321409871451,278.2977350823928,293.1479905302738,14.850255447880954,0.5711636710723444,1
270.9976490064559,268.8178925735857,276.6948580757818,7.876965502196072,-0.14404400143480656,1
169.1988979982384,158.00415539322537,176.33218594254132,18.32803054931594,0.8330922976961791,1
163.67971545201726,156.18932288022097,168.36930724640595,12.179984366184982,0.08909238668447063,1
142.81941725711093,0.0,155.28973857620664,155.28973857620664,-6.435506677375184,1
201.3804217947107,167.3995713945335,262.67808342176556,95.27851202723207,2.768658561368177,2
237.33608339686495,203.72586657409818,321.53203876088793,117.80617218678975,3.8001991027996693,2
233.85732107329582,212.13203435596427,276.6948580757818,64.56282371981752,1.2686975247438022,2
141.86807070262824,0.0,181.49911338289388,181.49911338289388,7.475600760858774,2
137.35337625739342,117.68761468451261,175.31658728418682,57.62897259967421,1.2944844481471711,2
102.40862623549336,0.0,160.76601938044396,160.76601938044396,2.650877625533139,2
167.5123569190115,147.42308978178767,243.67571890687063,96.25262912508296,1.687123605639664,3
138.92783188985095,0.0,243.67571890687063,243.67571890687063,0.6906260664179324,3
178.334000676956,0.0,215.840037001623,215.840037001623,-0.14085123595058754,3
135.40252545143514,123.25354718786855,154.3953354965238,31.141788308655265,0.16141727673943015,3
106.34494271847178,91.27526352529432,124.68568442141816,33.41042089612384,0.11640537497343685,3
48.70464885934935,0.0,91.80401574784915,91.80401574784915,0.0,3
73.69824899665136,0.0,243.67571890687063,243.67571890687063,0.0,4
81.18022638915453,0.0,332.8708416203535,332.8708416203535,-13.015776906685078,4
99.70512067222691,0.0,261.16516898883725,261.16516898883725,-11.35500734734075,4
57.732516152730554,0.0,188.98815748423098,188.98815748423098,-14.370572565678726,4
128.45609981833874,89.19053362520408,164.52374695419388,75.3332133289898,-2.3280629361704603,4
0.0,0.0,0.0,0.0,0.0,4
297.5002768337787,291.45958234608173,301.73788232035605,10.278299974274319,0.2064407514903785,1
306.76171989574834,300.0,312.3786457604419,12.378645760441884,-0.1793987383697157,1
260.68701319403704,255.20014828525672,268.8178925735857,13.617744288328993,-0.1988340234526845,1
159.73468739472312,157.09411842309402,165.47682332456196,8.382704901467946,0.0,1
160.670044042351,158.00415539322537,166.43542081017674,8.431265416951362,0.04002656914688452,1
157.84467183717766,150.86894116017803,168.36930724640595,17.500366086227928,0.6726753109950263,1
222.06597284802913,0.0,307.0121675990324,307.0121675990324,2.745769253019428,2
236.1644922465303,203.72586657409818,312.3786457604419,108.65277918634371,3.328917543407548,2
212.70796632503996,0.0,256.67850770478066,256.67850770478066,-6.354408791722816,2
137.2898232591701,112.37303076575111,163.57615989978865,51.20312913403754,1.1103314708451004,2
121.12082655812388,103.04652355935669,169.3446607209197,66.29813716156302,2.240859396131823,2
98.24130281444063,0.0,158.00415539322537,158.00415539322537,7.017969795296537,2
110.44883760054827,0.0,261.16516898883725,261.16516898883725,7.461861971109636,3
85.55992744250452,0.0,238.11015779522992,238.11015779522992,7.355475917782037,3
185.42845088074947,162.63403054521277,219.61285439184383,56.97882384663106,-0.6830310525933619,3
117.12639706105817,0.0,139.14886754119644,139.14886754119644,-0.5088736145764047,3
54.59296483724766,0.0,131.33904171088278,131.33904171088278,3.8629129914965525,3
47.44078501179064,0.0,103.04652355935669,103.04652355935669,4.293605148306528,3
109.0549310885147,0.0,314.1882368461881,314.1882368461881,-12.567529473847523,4
109.69116996587296,0.0,377.97631496846196,377.97631496846196,-13.171859030793348,4
0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,4
247.32375649910102,242.2722500400126,253.73030358943456,11.458053549421948,0.044625033453951524,1
287.9466759551505,281.53139900134295,294.84617956357533,13.314780562232386,0.1287576473377105,1
267.83150011398743,264.1997620788445,271.94140602843316,7.741643949588649,-0.27648728391388033,1
173.18825781017316,168.36930724640595,176.33218594254132,7.962878696135363,0.22686013288887352,1
154.5290229246428,148.27710305293442,158.9194641538943,10.642361100959874,0.25484183296840845,1
149.5601699004564,144.89044933872682,178.38106725040817,33.49061791168134,1.5548226703508239,1
199.35109868977403,175.31658728418682,258.16543117329905,82.84884388911223,1.8828251231578643,2
236.40261136498944,210.91024374335242,305.2439076308059,94.33366388745347,3.0627668300404554,2
224.76111756135214,201.38587541703953,268.8178925735857,67.43201715654618,1.624188526507391,2
130.09647268155416,0.0,184.67166200173745,184.67166200173745,8.029202695727715,2
130.02529178652566,106.06601717798213,158.9194641538943,52.85344697591216,1.226593531600051,2
117.8130494318864,91.80401574784915,177.3536679040722,85.54965215622306,3.1866847004691086,2
161.3274732086695,144.89044933872682,192.29161228810935,47.401162949382524,0.3142285560490551,3
142.30833732126536,0.0,245.08731798616498,245.08731798616498,0.49735649993335396,3
186.1508581934541,168.36930724640595,213.36090272959223,44.99159548318627,-0.5251409595698779,3
62.22312890884027,0.0,132.09988103942226,132.09988103942226,5.504161709975928,3
102.18322199303967,91.27526352529432,126.13446228805718,34.85919876276286,0.4778201216684535,3
0.0,0.0,0.0,0.0,0.0,3
89.30425463807977,0.0,262.67808342176556,262.67808342176556,-11.420786235728938,4
147.70803440135614,0.0,303.48583209057676,303.48583209057676,-13.195036177851163,4
90.81465274467685,0.0,271.94140602843316,271.94140602843316,-11.823539392540573,4
104.30474796373542,0.0,184.67166200173745,184.67166200173745,-8.665145226542048,4
112.35693200261831,0.0,172.30475324955523,172.30475324955523,4.573491069767286,4
116.31908852233975,0.0,159.84007524427264,159.84007524427264,-10.656005016284842,4
296.9411469235652,289.78089867745365,303.48583209057676,13.704933413123115,0.4153010125188823,1
286.1311029586253,281.53139900134295,289.78089867745365,8.249499676110702,0.0,1
235.16617761987544,231.33162381119112,239.489515906995,8.157892095803874,0.13271892057967108,1
175.22877558279822,172.30475324955523,179.41441826061057,7.109665011055341,-0.0981309693589697,1
146.26749796181986,140.76569950067147,160.76601938044396,20.00031987977249,0.6451716090249191,1
161.86205368439602,158.9194641538943,169.3446607209197,10.42519656702541,0.1889747934066847,1
227.16240510162518,187.8996657936192,316.0083107864508,128.10864499283161,3.267713890390926,2
236.07230931233292,210.91024374335242,303.48583209057676,92.57558834722434,3.7545806079771777,2
211.03908792075214,184.67166200173745,261.16516898883725,76.4935069870998,1.748087946362875,2
139.32479487972708,114.33727674418215,170.3256643606316,55.98838761644946,1.021094043652884,2
116.88152843110356,106.06601717798213,136.7583732837325,30.692356105750378,0.7770981226254448,2
124.83783244908871,104.24386648817527,159.84007524427264,55.59620875609737,2.195988088716314,2
169.9790330971103,0.0,243.67571890687063,243.67571890687063,0.9636904459858295,3
190.007431350758,0.0,250.81596248655285,250.81596248655285,0.5904345053139917,3
168.53528801867037,0.0,219.61285439184383,219.61285439184383,-0.7852486386567396,3
121.8133364108718,109.80642719592191,132.86512786535408,23.05870066943217,-0.40048252822856395,3
90.3135884104549,0.0,128.33925385239033,128.33925385239033,0.3425254580214802,3
52.72055952329097,0.0,126.86515179471728,126.86515179471728,5.286047991446553,3
235.57099160042156,157.09411842309402,301.73788232035605,144.64376389726203,-4.056694877013405,4
256.6703265189575,164.52374695419388,314.1882368461881,149.6644898919942,-8.287372489138066,4
187.63740551321334,0.0,256.67850770478066,256.67850770478066,-1.1201581686566544,4
101.78764107034218,0.0,170.3256643606316,170.3256643606316,-10.019156727095977,4
132.43489521212717,89.19053362520408,169.3446607209197,80.15412709571562,-2.2596343959100404,4
118.35508834576096,0.0,181.49911338289388,181.49911338289388,-12.099940892192926,4
292.9890295639913,281.53139900134295,296.55420610586884,15.022807104525896,0.2971095568454082,1
309.89279729629925,301.73788232035605,319.68015048854534,17.942268168189287,-0.3230537436680733,1
238.92095929873733,232.6717142750602,243.67571890687063,11.004004631810432,-0.20900062639355807,1
144.792713213346,141.58114690225403,151.74291604528838,10.161769143034348,0.0871458022644191,1
143.85809903842647,137.55060648070068,146.5739952651369,9.023388784436207,0.295294485405999,1
137.1143309583506,132.09988103942226,142.4013181425779,10.30143710315565,0.4206511503044764,1
230.307324998447,199.0727613507852,307.0121675990324,107.9394062482472,2.7544489667482406,2
237.06619774386726,212.13203435596427,307.0121675990324,94.88013324306814,3.744656907997981,2
214.27734720761464,187.8996657936192,267.2696154421018,79.36994964848259,1.9034448093198022,2
123.86596717076519,0.0,158.00415539322537,158.00415539322537,7.1820070633284265,2
113.09562417621886,100.69293770851976,143.22624058656248,42.53330287804272,1.0601208242563989,2
117.70586089264367,90.22687770615875,159.84007524427264,69.6131975381139,2.485254439350865,2
93.64257955496062,0.0,243.67571890687063,243.67571890687063,6.922064286857503,3
164.79017259135347,0.0,242.2722500400126,242.2722500400126,0.3676373009222807,3
189.79778652242595,158.9194641538943,222.16463284298462,63.24516868909032,-0.39151844336363695,3
106.90914309087539,0.0,135.97070301421655,135.97070301421655,-0.7333887880591797,3
78.91483250321293,0.0,118.36937210079624,118.36937210079624,0.43311488538861864,3
38.58133771577725,0.0,90.22687770615875,90.22687770615875,0.0,3
142.23431824093004,0.0,377.97631496846196,377.97631496846196,-13.271474244817648,4
229.2563068986094,0.0,316.0083107864508,316.0083107864508,-7.662756278225572,4
123.08275409067777,0.0,316.0083107864508,316.0083107864508,-15.186201833723473,4
0.0,0.0,0.0,0.0,0.0,4
113.92524271335196,0.0,157.09411842309402,157.09411842309402,-8.032734411336998,4
0.0,0.0,0.0,0.0,0.0,4
288.46180833120326,278.2977350823928,298.2721271452642,19.974392062871402,0.3436436987960961,1
286.4251120199643,271.94140602843316,301.73788232035605,29.796476291922886,1.0641598675686745,1
262.27554544093033,256.67850770478066,270.3751387832491,13.696631078468442,-0.47229762339546355,1
170.15399263908708,167.3995713945335,175.31658728418682,7.917015889653328,0.18848780047244013,1
156.97925794794477,153.50608379951623,167.3995713945335,13.893487595017262,-0.2494149188423294,1
154.28810883676965,138.3474290378909,162.63403054521277,24.286601507321876,1.0119417294717448,1
219.06498649232407,184.67166200173745,296.55420610586884,111.8825441041314,2.8485367933527375,2
237.67364031581545,210.91024374335242,332.8708416203535,121.96059787700105,3.9342128347419694,2
226.40513083978237,202.5524919252285,268.8178925735857,66.2654006483572,1.5675002108342118,2
123.00849709442444,0.0,190.0829547430593,190.0829547430593,8.640134306502695,2
125.19057209163823,104.84774506342646,158.9194641538943,54.07171909046784,1.3880486594026948,2
79.16866353352506,0.0,177.3536679040722,177.3536679040722,3.5109399473327105,2
181.4734416394591,0.0,256.67850770478066,256.67850770478066,1.530674895606153,3
127.24352278826957,0.0,242.2722500400126,242.2722500400126,0.9224119499017701,3
176.22799798904143,0.0,214.59688986528874,214.59688986528874,-0.45055954727985414,3
104.92698462439729,0.0,144.89044933872682,144.89044933872682,-0.6872927718294489,3
95.95405876548176,0.0,121.83785945343531,121.83785945343531,2.7369212717328515,3
20.918224692442124,0.0,103.6434659975832,103.6434659975832,3.4922843435384228,3
141.5431082827862,0.0,386.8110925318737,386.8110925318737,-11.740150293492535,4
119.6940600131468,0.0,291.45958234608173,291.45958234608173,-15.339978018214827,4
109.13867476061267,0.0,316.0083107864508,316.0083107864508,-10.752715702943428,4
48.047608429876256,0.0,186.81744335382345,186.81744335382345,-9.832497018622286,4
133.80848078678665,82.26187347709694,167.3995713945335,85.13769791743655,-3.1937506126286066,4
0.0,0.0,0.0,0.0,0.0,4
300.3817790337091,293.1479905302738,314.1882368461881,21.040246315914317,0.7013415438638105,1
284.04155060605643,273.516746567465,308.79067099304757,35.27392442558255,0.4219470650751285,1
264.2912596606917,255.20014828525672,281.53139900134295,26.33125071608623,-0.5891661118617932,1
184.35230301319365,178.38106725040817,191.18409409788933,12.803026847481163,0.1502036230181337,1
146.04685842331736,0.0,159.84007524427264,159.84007524427264,5.1264343275449775,1
158.3442812215375,155.28973857620664,166.43542081017674,11.145682233970092,0.4215632708475681,1
228.70198014682344,203.72586657409818,293.1479905302738,89.4221239561756,2.021621842866046,2
228.7382012767553,200.22597812550515,308.79067099304757,108.56469286754242,3.0385090686373815,2
230.39421204473007,204.90603851315933,273.516746567465,68.61070805430569,1.2689764120043652,2
150.4608028761463,125.40798124327642,180.4537554123175,55.04577416904107,1.7296562395336175,2
133.69724387738364,109.17398871316405,160.76601938044396,51.592030667279914,1.145855331882371,2
114.27647542541801,0.0,161.69732745642827,161.69732745642827,7.394749456009841,2
191.87343467755977,158.9194641538943,242.2722500400126,83.35278588611831,0.5703221385335535,3
161.1850181563766,0.0,246.50709437573707,246.50709437573707,0.24420875435361467,3
188.51617435626753,174.30683804367592,218.34797742632813,44.041139382652204,-0.7690374164025532,3
68.13364951863983,0.0,141.58114690225403,141.58114690225403,5.612291982028239,3
101.74037933099711,0.0,129.83048415092145,129.83048415092145,2.937522738524548,3
43.61686964251061,0.0,97.82640523241732,97.82640523241732,0.0,3
221.29033741094193,0.0,317.8389283077886,317.8389283077886,-12.567529473847523,4
283.50319170715665,0.0,452.0960044423728,452.0960044423728,2.0877686608697155,4
96.6427430490682,0.0,283.16229380450807,283.16229380450807,-12.871013354750367,4
14.158003353092958,0.0,80.38300969022198,80.38300969022198,4.701178683655078,4
81.62478297929441,0.0,180.4537554123175,180.4537554123175,-8.202443427832613,4
0.0,0.0,0.0,0.0,0.0,4
310.92848255764636,301.73788232035605,316.0083107864508,14.270428466094756,0.3772834704797588,1
306.3764834282357,301.73788232035605,317.8389283077886,16.101045987432542,-0.3770107214475426,1
252.03378045060794,245.08731798616498,258.16543117329905,13.078113187134079,-0.10229551668211607,1
181.15016135459774,177.3536679040722,185.74145405661608,8.387786152543868,-0.4193893076271934,1
158.63458316464366,146.5739952651369,161.69732745642827,15.123332191291382,0.37347431882387044,1
185.24627842552576,179.41441826061057,195.65281046483463,16.238392204224056,0.8119196102112027,1
249.64170626828698,202.5524919252285,338.68932144183935,136.13682951661085,3.274465778390577,2
250.0432830645371,217.09038561605672,319.68015048854534,102.58976487248862,3.6012364718214984,2
215.08765646250563,195.65281046483463,250.81596248655285,55.16315202171822,1.3149120823304314,2
149.57131528236695,122.5436589930825,182.55052705058864,60.00686805750614,2.1865349817038293,2
131.20881672632655,108.54519280802836,166.43542081017674,57.890228002148376,1.0273712400882204,2
132.8475448053348,103.6434659975832,187.8996657936192,84.25619979603599,3.936283854022757,2
190.51023854986815,146.5739952651369,259.6609683018429,113.08697303670601,1.4073617312050184,3
211.93680427671137,168.36930724640595,255.20014828525672,86.83084103885076,0.41702897565303576,3
181.97465569409758,158.00415539322537,210.91024374335242,52.90608835012705,-0.40354365936386055,3
109.01345825331258,0.0,147.42308978178767,147.42308978178767,-1.20340573166479,3
99.65364118702946,87.65829364209341,119.7447579534975,32.086464311404086,-0.015494486733718883,3
85.85135793949965,0.0,111.72580973420267,111.72580973420267,-3.990207490507238,3
238.4813817025002,156.18932288022097,323.39465491285654,167.20533203263557,-4.020246304592004,4
235.4617554812469,0.0,316.0083107864508,316.0083107864508,-14.364014126656855,4
211.62002441467732,153.50608379951623,268.8178925735857,115.31180877406948,-6.783047574945264,4
127.9596126265705,0.0,202.5524919252285,202.5524919252285,-12.659530745326782,4
120.65077105190082,90.74955669144694,157.09411842309402,66.34456173164708,-3.1161793423225728,4
65.23367673218848,0.0,201.38587541703953,201.38587541703953,-13.425725027802635,4
291.0708823569645,288.11188351530126,300.0,11.888116484698742,0.2362761886112492,1
312.82551040699923,308.79067099304757,321.53203876088793,12.741367767840359,-0.2209491189774849,1
261.5228204340624,255.20014828525672,265.73025573070817,10.53010744545145,0.04937076296334358,1
168.08259977342647,165.47682332456196,171.31235089661573,5.835527572053763,0.19563897510411152,1
143.4372632040421,139.14886754119644,150.0,10.851132458803562,0.3551654038203279,1
163.82228245386065,160.76601938044396,166.43542081017674,5.669401429732773,0.3543375893582983,1
226.88558948714777,193.40554626593686,303.48583209057676,110.0802858246399,2.754939036603589,2
252.4974410415977,217.09038561605672,319.68015048854534,102.58976487248862,4.103590594899544,2
223.44024940566044,203.72586657409818,273.516746567465,69.79087999336684,1.7477790777527888,2
138.02878758173532,115.66581190559556,159.84007524427264,44.17426333867708,1.1393594575313803,2
126.74102282819806,110.44252935753943,164.52374695419388,54.081217596654454,1.904773888614378,2
120.08257791531715,101.27624596261425,155.28973857620664,54.01349261359239,2.590722178853922,2
185.3482435218367,148.27710305293442,242.2722500400126,93.99514698707819,1.0180237472862403,3
191.5394334776848,0.0,265.73025573070817,265.73025573070817,1.0015054660092937,3
198.06881815325605,183.6080314956983,228.6745534883643,45.066521992666,0.194737369332136,3
117.1239414177307,0.0,154.3953354965238,154.3953354965238,-1.1495323304130047,3
102.4096777907356,90.22687770615875,116.3358571375301,26.108979431371353,0.11521498319787493,3
97.04315306927083,88.16609297127066,119.7447579534975,31.57866498222684,0.40444472156339434,3
229.62394960403435,0.0,321.53203876088793,321.53203876088793,-13.397168281703664,4
278.1648033749044,171.31235089661573,358.82883652122115,187.51648562460542,-9.861455436666578,4
166.8425222163681,0.0,267.2696154421018,267.2696154421018,-12.72712454486199,4
171.69814769007078,132.09988103942226,195.65281046483463,63.55292942541237,-1.007867954941999,4
134.46933515659336,94.49407874211549,179.41441826061057,84.92033951849508,-2.6656623299103956,4
131.1530575270435,0.0,180.4537554123175,180.4537554123175,-12.889553958022677,4
295.33709879019,286.45248117312497,305.2439076308059,18.791426457680927,0.41053087354166773,1
293.0625834598928,284.8026362851558,308.79067099304757,23.988034707891757,0.9595213883156702,1
277.9905013136424,270.3751387832491,291.45958234608173,21.084443562832632,0.5788011541489262,1
189.55975811432694,175.31658728418682,194.52593319765145,19.20934591346463,-0.8351889527593318,1
165.66244187534159,163.57615989978865,166.43542081017674,2.8592609103880875,0.036445655938662794,1
129.89829213573336,0.0,145.72979117304087,145.72979117304087,-5.598197949220845,1
257.9120343847866,222.16463284298462,314.1882368461881,92.02360400320347,2.429353607338668,2
255.68547826813443,217.09038561605672,340.65132872126316,123.56094310520643,2.8989309802686893,2
233.10654435291752,200.22597812550515,273.516746567465,73.29076844195987,1.6039735818125327,2
160.45282526773713,129.0827155866495,190.0829547430593,61.000239156409805,1.2170882427555498,2
137.22729869662666,119.7447579534975,160.76601938044396,41.02126142694647,0.7459178821892527,2
110.07471355906074,0.0,148.27710305293442,148.27710305293442,6.178212627205601,2
198.45354507855063,153.50608379951623,252.26892457611436,98.76284077659813,0.7057144370413369,3
173.54160659145458,0.0,250.81596248655285,250.81596248655285,-0.24280221542849462,3
189.4626388133598,170.3256643606316,239.489515906995,69.16385154636339,-1.1529123771626548,3
137.72027166662699,119.05507889761495,169.3446607209197,50.28958182330476,-0.4050180474176547,3
104.60547734220484,92.33583100086872,130.58258449441863,38.2467534935499,-0.6626099274712566,3
66.08465597154543,0.0,107.92001850081151,107.92001850081151,-3.481290919381016,3
208.2505882322343,0.0,312.3786457604419,312.3786457604419,-10.709637143186663,4
185.06665191634136,0.0,316.0083107864508,316.0083107864508,-13.660358123747308,4
164.223665935764,0.0,300.0,300.0,-15.0,4
154.09760465158976,0.0,231.33162381119112,231.33162381119112,-13.607742577128889,4
134.05539864018695,96.70277313296843,171.31235089661573,74.6095777636473,-3.3145110483548668,4
0.0,0.0,0.0,0.0,0.0,4
288.74439725481915,270.3751387832491,293.1479905302738,22.772851747024674,0.5020105610198246,1
294.90215183739514,283.16229380450807,301.73788232035605,18.575588515847983,0.8845518340879992,1
263.327687356131,258.16543117329905,270.3751387832491,12.209707609950044,0.04501451917246032,1
169.65611568646707,164.52374695419388,177.3536679040722,12.829920949878328,-0.6109486166608727,1
172.9247056268561,165.47682332456196,183.6080314956983,18.131208171136336,0.6483384040465922,1
164.745606626885,162.63403054521277,167.3995713945335,4.765540849320729,-0.12996640501764034,1
236.6563750705187,194.52593319765145,314.1882368461881,119.66230364853664,2.5853162593998937,2
232.78407423453692,207.2869319951664,310.57947715241323,103.29254515724682,3.7395636614542607,2
214.5821991466869,187.8996657936192,261.16516898883725,73.26550319521806,1.2258283658218248,2
137.20547471390367,118.36937210079624,160.76601938044396,42.39664727964772,0.9091054490805678,2
84.08986763817886,0.0,185.74145405661608,185.74145405661608,-9.663580605036753,2
125.51153867514104,106.06601717798213,165.47682332456196,59.41080614657983,2.2030472464798154,2
